There is no tabular data in this image.
csv
# Table: District Information
District,Name,City
District 1,Jennie L. Earl,"Morgan, UT"
District 2,Joseph Kerry,"Ogden, UT"
District 3,Brent Strate,"South Ogden, UT"
District 4,Leann Wood,"Kaysville, UT"
District 5,Sarah Reale,"Salt Lake City, UT"
District 6,Carol Barlow Lear,"Salt Lake City, UT"
District 7,Molly Hart,"Sandy, UT"
District 8,Christina Boggess,"Taylorsville, UT"
District 9,Natalie Cline,"Bluffdale, UT"
District 10,Matt Hymas,"Magna, UT"
District 11,Cindy Davis,"Cedar Hills, UT"
District 12,James Moss Jr.,"Midway, UT"
District 13,Randy Boothe,"Spanish Fork, UT"
District 14,Emily Green,"Cedar City, UT"
District 15,Kristan Norton,"St. George, UT"
,Sydnee Dickson,"State Superintendent
of Public Instruction"
,Cybil Child,Secretary to the Board
csv
5.W.3a," ""Orient the reader by establishing a situation and introducing a narrator and/or characters; organize an event sequence that unfolds naturally."""
5.W.3b," ""Use narrative techniques", such as dialogue, description, and pacing," to develop experiences and events or show the responses of characters to situations."""
5.W.3c," ""Use a variety of transitional words", phrases," and clauses to manage the sequence of events."""
5.W.3d," ""Use concrete words", phrases, complex sentences," and sensory details to convey experiences and events precisely."""
5.W.3e," ""Use appropriate conventions when writing including text cohesion", sentence structure," and phrasing."""
5.W.4," ""Conduct short research projects to craft an argument or answer a question."""
5.W.4a," ""Gather", summarize," and paraphrase information and provide a list of relevant sources."""
5.W.4b," ""Elaborate to demonstrate understanding of the topic under investigation."""
5.W.4c," ""Interact and collaborate with others throughout the writing process."""
5.W.5," ""Fluently write in cursive and manuscript."""
csv
Standard,Description
Standard 6.SL.1,"Participate effectively in a range of conversations and collaborations on topics, texts, and issues."
a.,"Respectfully acknowledge comments, claims, and evidence from multiple perspectives and identify contradictions when applicable."
b.,"Participate in conversations by posing questions, acknowledging new information, qualifying or justifying responses with reasoning and elaboration, and keeping the discussion on topic."
Standard 6.SL.2,Interpret credible information presented in various formats and mediums to make informed decisions.
Standard 6.SL.3,"Use appropriate language, grammar, organization, development, and delivery styles appropriate to purpose and audience for formal or informal contexts."
a.,"Use visual displays of data, including digital media, to convey information and engage the audience."

# Table: Reading Standards
Standard,Description
Standard 6.R.1,Mastered in preschool.
Standard 6.R.2,Mastered in grade 3.
Standard 6.R.3,Mastered in grade 5.
csv
Standard,Description
Standard 6.R.4,Read grade-level text* with accuracy and fluency to support comprehension. (RL & RI)
Standard 6.R.5,Cite textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text. (RL & RI)
Standard 6.R.6,"When reading texts, including those from diverse cultures, determine the theme, how characters respond to conflict or how the speaker reflects upon a topic, and summarize the text. (RL)
When reading texts, including those from diverse cultures, determine the main idea of a text, explain how they are supported by key details and summarize the text. (RI)"
Standard 6.R.7,"Compare two or more characters, settings, or events in a story or drama, drawing on specific details in the text. (RL)
Analyze in detail how a key individual, event, or idea is introduced, illustrated, and elaborated in a text. (RI)"
Standard 6.R.8,"Determine the meaning of words and phrases, including figurative language, connotative meanings, and figures of speech.
Analyze the impact of specific word choices on meaning and tone, including words with multiple meanings within a text. (RL & RI)"
Standard 6.R.9,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases, choosing flexibly from a range of strategies. (RL & RI)
a. Consistently use context as a clue to the meaning of a word or phrase.
b. Consistently use Greek or Latin affixes and roots as clues to the meaning of a word.
c. Consult reference materials to find the pronunciation of a word or determine its precise meaning or its part of speech."
Standard 6.R.10,"Analyze how a sentence, paragraph, stanza, chapter, scene, or section fits into the overall structure and how it contributes to the development of theme, main idea, settings, or plot. (RL)
Analyze how a particular sentence, paragraph, chapter, or section fits into the overall structure of a text and how it contributes to the development of the main idea. (RI)"
Standard 6.R.11,Explain how an author's perspective develops the point of view of the narrator or speaker in multiple texts. (RL)
csv
Standard,Description
Standard 6.R.12,"Compare how different mediums, including print and digital media, contribute to the understanding of a text. (RL & RI)"
Standard 6.R.13,Not applicable to RL.
Standard 6.R.14,"Compare texts across different mediums or genres in terms of their approaches to similar themes and topics. (RL)
Compare one author's presentation of events with that of another. (RI)"
Standard 6.W.1,"Write arguments to support claims with clear reasons and relevant evidence, and provide a concluding section related to the argument presented.
a. Introduce claims supported by evidence from credible sources, and create an organizational structure in which claims are logically grouped to support the writer's purpose.
b. Use words, phrases, and clauses to clarify the relationships among claims and evidence.
c. Use appropriate conventions and style for the audience, purpose, and task."
Standard 6.W.2,"Write informative/explanatory texts to examine a topic that conveys ideas and information clearly and provide a concluding section that supports the information or explanation presented.
a. Introduce a topic; organize ideas, concepts, and information, using structures such as definition, classification, comparison/contrast, and cause/effect; include formatting, graphics, and multimedia when useful.
b. Develop the topic with relevant facts, definitions, concrete details, quotations, and examples.
c. Use appropriate transitions to clarify the relationships among ideas and concepts."
csv
Standard," ""Description"""
6.W.3," ""Write narrative texts to develop real or imagined experiences or events using effective technique", relevant descriptive details, well-structured event sequences," and provide a resolution."""
6.W.3.a," ""Engage and orient the reader by establishing a context and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically."""
6.W.3.b," ""Use narrative techniques", such as dialogue, description, and pacing, to develop experiences, events," and/or characters."""
6.W.3.c," ""Use a variety of transition words", phrases," and clauses to convey sequence and signal shifts from one time frame or setting to another."""
6.W.3.d," ""Use precise words", phrases and complex sentences, relevant descriptive details," and sensory language to convey experiences and events."""
6.W.3.e," ""Use appropriate conventions and style for the audience", purpose," and task."""

# Standard 6.W.4
Standard," ""Description"""
6.W.4," ""Conduct short research projects to craft an argument or answer a question."""
6.W.4.a," ""Gather", synthesize," and use information from credible sources on the topic."""
6.W.4.b," ""Generate ideas to demonstrate understanding of the topic under investigation."""
6.W.4.c," ""Avoid plagiarism by quoting or paraphrasing and provide basic bibliographic information for sources."""
6.W.4.d," ""Interact and collaborate with others throughout the writing process."""

# Standard 6.W.5
Standard," ""Description"""
6.W.5," ""Mastered in grade 5."""
csv
Standard,Description
Standard 7-8.SL.1,"Participate effectively in a range of conversations and collaborations on topics, texts, and issues."
,a. Respond thoughtfully in democratic discussions that involve decision-making and role-taking and determine if additional information or research is required to deepen the discussion.
,b. Participate in conversations by asking and responding to questions and provide the opportunity to consider a range of perspectives.
Standard 7-8.SL.2,Evaluate the credibility of multiple sources of information presented in various formats and mediums to make informed decisions.
Standard 7-8.SL.3,"Use appropriate language, grammar, organization, development, and delivery styles appropriate to purpose and audience for formal or informal contexts."
,"a. Convey a clear perspective by presenting and citing information, findings, and supporting evidence so that listeners can follow the line of reasoning."

# Table: Reading Standards
Standard,Description
Standard 7-8.R.1,Mastered in preschool.
Standard 7-8.R.2,Mastered in grade 3.
csv
Standard,Description
Standard 7-8.R.3,Mastered in grade 5.
Standard 7-8.R.4,Read grade-level text* with accuracy and fluency to support comprehension. (RL & RI)
Standard 7-8.R.5,Cite textual evidence that supports an analysis of what the text says explicitly as well as inferences drawn from the text. (RL & RI)
Standard 7-8.R.6,"When reading texts, including those from diverse cultures, determine a theme, analyze its development including its relationship to the characters, settings, and plot, and provide an objective summary that includes textual evidence. (RL)
When reading texts, including those from diverse cultures, determine the main idea, analyze its relationship to supporting ideas, and provide an objective summary that includes textual evidence. (RI)"
Standard 7-8.R.7,"Analyze the impact of character and plot development on the overall story or drama. (RL)
Analyze a complex set of ideas or sequence of events and explain how specific individuals, ideas, or events interact and develop over the course of the text. (RI)"
Standard 7-8.R.8,"Determine the meaning of words and phrases, including figurative, connotative, and technical meanings. Analyze the impact of specific word choices on meaning, tone, and mood, including words with multiple meanings within a text. (RL & RI)"
Standard 7-8.R.9,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases, choosing flexibly from a range of strategies. (RL & RI)
a. Determine and consult appropriate reference materials to find the pronunciation of a word or determine its precise meaning or its part of speech."
Standard 7-8.R.10,"Analyze the structure an author uses to organize a text, and how it contributes to the text meaning. (RL & RI)"
Standard 7-8.R.11,"Analyze how an author develops and contrasts the points of view of different characters or narrators in a text and how this creates a variety of effects (e.g., humor, sadness, suspense). (RL)
Determine an author's point of view or purpose in a text"
csv
Standard,Description
Standard 7-8.R.12,Compare a text to another text in a different medium about the same topic and evaluate the impact of the differences on the audience. (RL & RI)
Standard 7-8.R.13,"Not applicable to RL. Evaluate an argument and specific claims in a text, assessing the validity of key statements by examining whether the supporting evidence is relevant and sufficient. (RI)"
Standard 7-8.R.14,"Compare two or more works of fiction with similar themes or topics, drawing on patterns of events or character types. (RL) Compare how two or more texts about the same topic shape their presentations by emphasizing different evidence or advancing different interpretations of facts; identify where the texts disagree on matters of fact or interpretation. (RI)"

# Strand 3: WRITING (7-8.W)
Standard,Description
Standard 7-8.W.1,"Write arguments to support claims with logical reasoning, relevant evidence from accurate and credible sources, and provide a conclusion that follows from and supports the argument presented. a. Introduce claims, distinguish the claims from alternate or opposing claims, and organize the reasons and evidence logically. b. Use words, phrases, and clauses to create cohesion and clarify the relationships among claims, counterclaims, reasons, and evidence. c. Use appropriate conventions and style for the audience, purpose, and task."
Standard 7-8.W.2,"Write informative/explanatory texts to examine a topic and convey ideas and information through the selection, organization, and analysis of relevant content, and provide a conclusion that supports the information or explanation presented."
csv
Standard,Description
Standard 7-8.W.3,"Write narrative texts to develop real or imagined experiences or events using effective technique, well-structured event sequences, descriptive details, and provide a logical resolution."
,"a. Engage and orient the reader by describing a problem, situation, or observation."
,"b. Introduce a setting, narrator and/or characters."
,"c. Apply narrative techniques, such as dialogue and description, to develop characters and well-structured event sequences."
,"d. Utilize descriptive language to create a mood and tone appropriate to purpose, task, and audience."
,"e. Use appropriate conventions and style for the audience, purpose, and task."
Standard 7-8.W.4,"Conduct short research projects to craft an argument, answer a question, or provide an analysis."
,"a. Gather, assess, and use information from credible sources on the topic."
,b. Generate ideas to demonstrate understanding of the topic and purpose.
,"c. Avoid plagiarism by quoting, paraphrasing, and citing, using a standard format for citation of evidence."
,d. Interact and collaborate with others throughout the writing process.
Standard 7-8.W.5,Mastered in grade 5.
csv
Standard,Description
Standard 9-10.SL.1,"Participate effectively in a range of conversations and collaborations on topics, texts, and issues."
a.,"Respond thoughtfully to diverse perspectives in democratic discussions that involve decision-making and role-taking; synthesize comments, claims, and evidence."
b.,"Participate in conversations by asking and responding to questions and provide the opportunity to consider a range of perspectives and clarify, verify, or challenge ideas and conclusions with evidence."
c.,"Identify contradictions when applicable, and determine if additional information or research is required to deepen the investigation or conversation."
Standard 9-10.SL.2,Interpret and evaluate the credibility of multiple sources of information presented in various formats and mediums to solve problems and make informed decisions.
Standard 9-10.SL.3,"Use appropriate language, grammar, organization, development, and delivery styles appropriate to purpose and audience for formal or informal contexts."
a.,"Convey a clear perspective by concisely presenting and citing information, findings, and supporting evidence so that listeners can follow the line of reasoning."
csv
Standard,Description
Standard 9-10.R.1,Mastered in preschool.
Standard 9-10.R.2,Mastered in grade 3.
Standard 9-10.R.3,Mastered in grade 5.
Standard 9-10.R.4,Read grade-level text* with accuracy and fluency to support comprehension. (RL & RI)
Standard 9-10.R.5,"Cite relevant textual evidence to support analysis of what the text says explicitly as well as what inferences can be drawn from the text, including identifying where the text implies ambiguity. (RL & RI)"
Standard 9-10.R.6,"When reading texts, including those from diverse cultures, determine a theme, analyze its development in detail, including how it emerges and is shaped and refined by specific details; provide an objective summary that includes textual evidence. (RL)"
Standard 9-10.R.6,"When reading texts, including those from diverse cultures, determine two or more main ideas, analyze the main ideas' relationship to supporting ideas, and provide an objective summary that includes textual evidence. (RI)"
Standard 9-10.R.7,"Analyze how plot elements and dialogue interact, shape the characters, and propel the action. (RL)"
Standard 9-10.R.7,"Analyze how a text makes connections among and distinctions between individuals, ideas, or events through comparisons, analogies, or categories. (RI)"
Standard 9-10.R.8,"Determine the meaning and impact of words and phrases on meaning, tone, and mood. Analyze figurative language and connotative meanings. Examine domain-specific vocabulary and how language differs across genres and text types. (RL & RI)"
Standard 9-10.R.9,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases choosing flexibly from a range of strategies. (RL & RI)
a. Identify and correctly use patterns of word parts that indicate different meanings or parts of speech.
b. Determine and consult appropriate reference materials to find the pronunciation of a word, its precise meaning, its part of speech, or its etymology including Greek or Latin affixes and roots."
csv
Standard,Description
Standard 9-10.R.10,"Analyze and evaluate the effectiveness of the structures an author uses in an exposition, argument, or narrative, including whether the structure makes points or events clear, effective, convincing, or engaging. (RL & RI)"
Standard 9-10.R.11,"Analyze how an author's geographic location, identity or background, culture, and time period affect the perspective, point of view, purpose, and implicit/explicit messages of a text. (RL & RI)"
Standard 9-10.R.12,"Compare a text to another text in a different medium analyzing the portrayal of the subject, evaluate the advantages and disadvantages of using the different mediums, and explain how and why the content stays faithful to or departs from the text or script. (RL & RI)"
Standard 9-10.R.13,"Not applicable to RL. Delineate and evaluate an argument and specific claims in a text, assessing the validity or fallacy of key statements by examining whether the supporting evidence is relevant and sufficient. Recognize when irrelevant evidence is introduced. (RI)"
Standard 9-10.R.14,"Analyze two or more works of fiction with similar themes or topics, drawing on patterns of events, characters types, and stylistic choices. (RL) Analyze how two or more texts about the same topic shape their presentations by emphasizing different evidence or advancing different interpretations of facts; identify where the texts disagree on matters of fact or interpretation. (RI)"
Standard 9-10.W.1,"Write arguments to support claims in an analysis of complex topics or texts using logical reasoning and relevant evidence, and provide a conclusion that follows from and supports the argument presented. a. Introduce claims, distinguish the claims from alternate or opposing claims, and create an organization that establishes clear relationships among claims, counter-claims, reasons, and evidence. b. Develop claims and counterclaims by supplying evidence"
csv
,,
Standard 9-10.W.2,"Write informative/explanatory texts to examine and convey related ideas and information clearly and accurately through the effective selection, organization, and analysis of content, and provide a conclusion that follows from and supports the information or explanation presented.",
,"a. Introduce a topic; organize related ideas and information to make important connections and distinctions; utilize formatting, graphics, and multimedia to show relationships."
,"b. Develop the topic with relevant facts, extended definitions, concrete details, quotations, and examples."
,"c. Use appropriate and varied transitions to link the major sections of the text, create cohesion, and clarify the relationships among related ideas."
,d. Use precise language and content-specific vocabulary to clarify the relationships of the ideas.
,"e. Use appropriate conventions and style for the audience, purpose, and task."

,,
Standard 9-10.W.3,"Write narrative texts to develop real or imagined experiences or events using effective technique, well-structured event sequences, well-chosen details, and provide a resolution that connects to what is experienced, observed, or resolved over the course of the narrative."
,"a. Engage and orient the reader by describing a problem, situation, or observation."
,"b. Establish one or multiple point(s) of view, and introduce a setting, narrator and/or characters."
,"c. Use narrative techniques such as dialogue, pacing, description, reflection, and multiple plot lines, to develop characters and well-structured event sequences."
,"d. Utilize varied syntax techniques and descriptive language to create a mood and tone appropriate to purpose, task, and audience."
,"e. Use appropriate conventions and style for the audience, purpose, and task."
csv
Standard,Description
Standard 9-10.W.4,"Conduct more sustained research projects to craft an argument, answer a question, or provide an analysis."
a.,"Gather, assess, and synthesize information from credible sources on the topic."
b.,Reflect on the evidence and generate ideas to demonstrate understanding of the topic and purpose.
c.,"Avoid plagiarism by quoting, paraphrasing, and citing, using a standard format for citation of evidence."
d.,Interact and collaborate with others throughout the writing process.
Standard 9-10.W.5,Mastered in grade 5.
csv
Strand 1: SPEAKING AND LISTENING (11-12.SL),
"Students will learn to collaborate, express and listen to ideas, integrate and evaluate information from various sources, use media and visual displays as well as language and grammar strategically to help achieve communicative purposes, and adapt to context and task.",
"Standard 11-12.SL.1: Participate effectively in a range of conversations and collaborations on topics, texts, and issues.",
a. Respond thoughtfully to diverse perspectives in democratic discussions that involve decision-making and role-taking; resolve claims and evidence.,
"b. Participate in conversations by asking and responding to questions that examine reasoning and evidence, ensuring the opportunity to consider a range of perspectives, and clarify, verify, or challenge ideas and conclusions with evidence.",
"c. Resolve contradictions when applicable, and determine if additional information or research is required to deepen the investigation or conversation.",
"Standard 11-12.SL.2: Interpret, evaluate, and integrate multiple sources of information presented in various formats and mediums to verify the credibility and accuracy of each source, and note any discrepancies among the data in order to make informed decisions.",
"Standard 11-12.SL.3: Use appropriate language, grammar, organization, development, and delivery styles appropriate to purpose and audience for formal or informal contexts.",
"a. Strategically use visual displays of data and digital media, to convey information and enhance understanding of presentations.",
csv
,
Standard 11-12.R.1:,Mastered in preschool.
Standard 11-12.R.2:,Mastered in grade 3.
Standard 11-12.R.3:,Mastered in grade 5.
Standard 11-12.R.4:,Read grade-level text* with accuracy and fluency to support comprehension. (RL & RI)
Standard 11-12.R.5:,"Cite relevant textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text, including analyzing where the text implies ambiguity. (RL & RI)"
Standard 11-12.R.6:,"When reading texts, including those from diverse cultures, determine two or more themes and analyze their development, including how they interact and build on one another to produce a complex account, and provide an objective summary that includes textual evidence. (RL)
When reading texts, including those from diverse cultures, determine main ideas of two or more texts, analyze the main ideas, supporting details, and the relationship between/among the texts; provide an objective synthesis of the texts that includes textual evidence. (RI)"
Standard 11-12.R.7:,"Analyze how an author develops a text through complex and/or dynamic characters, interaction with other characters, and advancement of the plot or development of the theme. (RL)
Analyze how the author develops a text through an analysis or argument, including the sequence, the introduction and development and connections of ideas. (RI)"
Standard 11-12.R.8:,"Determine the meaning and impact of words and phrases on tone and mood, including words with multiple meanings. Analyze figurative language, connotative meanings, and figures of speech. Examine how the author uses and refines the meaning of domain-specific vocabulary and how language differs across historical time periods, cultures, regions, and genres. (RL & RI)"
Standard 11-12.R.9:,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases, choosing flexibly from a range of strategies. (RL & RI)"
csv
Standard,Description
Standard 11-12.R.10,"Analyze and evaluate the effectiveness of structures across multiple texts about similar topics/themes, including whether the structures make points or events clear, effective, convincing, or engaging. (RL & RI)"
Standard 11-12.R.11,"Analyze how an author's geographic location, identity or background, culture, and time period affect the perspective, point of view, purpose, and implicit/explicit messages of a collective body of work. (RL & RI)"
Standard 11-12.R.12,"Analyze how a subject and/or content is presented in two or more mediums by determining which details are emphasized, altered, or absent in each account and how these details influence audiences' experiences and interpretations. (RL & RI)"
Standard 11-12.R.13,"Not applicable to RL. Delineate and evaluate arguments and specific claims across multiple texts on the same subject, assessing the validity or fallacy of key statements by examining whether the supporting evidence is relevant and sufficient. Recognize when irrelevant evidence is introduced. (RI)"
Standard 11-12.R.14,"Analyze two or more texts of literary significance across and within time periods with similar topics and themes, drawing on their purposes, stylistic choices, and rhetorical features. (RL) Analyze and evaluate works of cultural significance for the way in which these works treat similar themes, conflicts, issues, or topics, and maintain relevance for current audiences. (RI)"
Standard 11-12.W.1,"Write arguments to support claims in an analysis of complex topics or texts, using logical reasoning and relevant,"
csv
,
Standard 11-12.W.2:,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content, and provide a conclusion that follows from and supports the information or explanation presented."
a.,"Introduce a topic; organize complex ideas and information so that each new element builds on that which precedes it to create a unified whole; utilize formatting, graphics, and multimedia to illustrate complexities."
b.,"Develop the topic thoroughly with relevant and sufficient facts, extended definitions, concrete details, quotations, examples, and figurative language."
c.,"Use appropriate and varied transitions and syntax to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas."
d.,Use precise language and content-specific vocabulary to clarify the complexity of the ideas.
e.,"Use appropriate conventions and style for the audience, purpose, and task."

,
Standard 11-12.W.3:,"Write narrative texts to develop real or imagined experiences or events using effective technique, well-structured event sequences, well-chosen details, and provide a resolution with closure."
a.,"Engage and orient the reader by describing a complex problem, situation, or observation."
b.,"Establish one or multiple point(s) of view, and develop a setting, narrator and/or characters."
csv
Standard,Description
11-12.W.4,"Conduct research projects to craft an argument, answer a question, or provide an analysis."
a.,"Gather, assess, and synthesize information from credible sources on the topic."
b.,Evaluate the evidence and generate ideas to demonstrate understanding of the topic and purpose.
c.,"Avoid plagiarism by quoting, paraphrasing, and citing, using a standard format for citation of evidence."
d.,Interact and collaborate with others throughout the writing process.
